Gene		GRCP	GLCP
g10088		4.543e-10	5.131e-10
g10089		8.821e-09	9.144e-09
g1009		3.444e-08	4.217e-08
g10090		1.822e-08	2.306e-08
g10091		3.539e-08	3.862e-08
g10092		9.036e-09	9.450e-09
g10093		2.584e-08	2.716e-08
g10094		1.721e-08	1.883e-08
g10095		5.795e-02	3.584e-01
g10096		1.724e-08	1.837e-08
g10097		1.549e-08	1.613e-08
g10098		8.620e-09	8.620e-09
g10099		1.741e-08	2.147e-08
g101		1.761e-08	2.251e-08
g1010		8.663e-09	9.039e-09
g10100		1.000e+00	1.000e+00
g10101		3.076e-08	3.366e-08
g10102		1.548e-08	2.138e-08
g10103		1.129e-03	2.084e-03
g10104		1.725e-08	1.727e-08
g10105		1.746e-08	1.861e-08
g10106		1.723e-08	1.733e-08
g10107		1.140e-08	1.395e-08
g10108		2.583e-08	2.892e-08
g10109		7.896e-10	8.743e-10
g1011		5.188e-01	9.526e-01
g10110		2.669e-08	2.914e-08
g10111		2.378e-08	3.574e-08
g10112		8.548e-02	9.229e-02
g10113		1.105e-08	1.121e-08
g10114		3.689e-10	4.024e-10
g10115		1.765e-08	2.358e-08
g10116		9.677e-01	9.997e-01
g10117		1.355e-08	2.107e-08
g10118		3.036e-08	3.531e-08
g10119		1.182e-08	1.420e-08
g1012		1.756e-08	2.773e-08
g10120		1.435e-08	1.483e-08
g10121		8.701e-09	9.354e-09
g10122		1.934e-08	1.969e-08
g10123		2.612e-08	2.835e-08
g10124		3.983e-08	4.446e-08
g10125		8.315e-09	1.848e-08
g10126		4.305e-08	4.744e-08
g10127		9.797e-09	1.201e-08
g10128		2.067e-08	3.725e-08
g10129		8.660e-09	8.667e-09
g1013		3.530e-08	4.135e-08
g10130		1.392e-08	1.531e-08
g10131		7.938e-11	7.938e-11
g10132		8.234e-09	1.083e-08
g10133		9.175e-01	9.939e-01
g10134		1.759e-08	1.997e-08
g10135		3.320e-10	3.667e-10
g10136		9.996e-01	9.996e-01
g10137		8.825e-09	8.920e-09
g10138		3.453e-08	3.633e-08
g10139		8.641e-09	9.957e-09
g1014		1.842e-08	2.458e-08
g10140		8.745e-09	1.023e-08
g10141		7.991e-11	8.066e-11
g10142		2.602e-08	3.025e-08
g10143		8.779e-01	9.707e-01
g10144		9.750e-09	1.189e-08
g10145		4.010e-08	4.345e-08
g10146		1.125e-08	1.224e-08
g10147		7.755e-09	8.280e-09
g10148		1.724e-08	1.762e-08
g10149		8.637e-09	9.483e-09
g1015		1.724e-08	2.260e-08
g10150		1.725e-08	2.373e-08
g10151		2.584e-08	2.970e-08
g10152		9.484e-09	1.024e-08
g10153		8.704e-09	8.704e-09
g10154		2.566e-01	9.903e-01
g10155		1.847e-08	1.876e-08
g10156		8.517e-09	9.164e-09
g10157		2.567e-08	2.576e-08
g10158		2.585e-08	2.735e-08
g10159		1.627e-09	2.459e-09
g1016		2.583e-08	2.875e-08
g10160		1.743e-08	2.647e-08
g10161		9.342e-09	1.114e-08
g10162		1.000e+00	1.000e+00
g10163		3.468e-02	4.774e-02
g10164		1.723e-08	1.732e-08
g10165		1.782e-08	1.782e-08
g10166		3.710e-01	4.053e-01
g10167		2.730e-08	2.847e-08
g10168		2.494e-08	2.653e-08
g10169		1.877e-08	1.973e-08
g1017		8.813e-09	9.872e-09
g10170		8.460e-09	8.833e-09
g10171		1.721e-08	3.157e-08
g10172		8.686e-09	9.076e-09
g10173		8.535e-09	1.094e-08
g10174		1.728e-08	2.540e-08
g10175		5.921e-11	5.921e-11
g10176		1.724e-08	2.063e-08
g10177		9.973e-01	9.999e-01
g10178		2.586e-08	2.877e-08
g10179		3.723e-10	4.622e-10
g1018		1.746e-08	2.071e-08
g10180		1.722e-08	1.851e-08
g10181		2.753e-08	3.022e-08
g10182		1.752e-08	2.129e-08
g10183		2.668e-08	2.844e-08
g10184		1.214e-01	9.780e-01
g10185		1.753e-08	2.929e-08
g10186		2.608e-08	2.638e-08
g10187		5.668e-01	5.758e-01
g10188		1.716e-08	1.828e-08
g10189		1.124e-02	2.344e-02
g1019		9.054e-09	9.080e-09
g10190		2.607e-08	2.929e-08
g10191		8.889e-09	9.174e-09
g10192		2.195e-05	1.766e-03
g10193		9.966e-09	1.060e-08
g10194		9.139e-06	9.144e-06
g10195		1.003e-08	1.061e-08
g10196		2.585e-08	2.707e-08
g10197		1.033e-09	1.503e-09
g10198		8.627e-09	1.051e-08
g10199		1.781e-08	2.516e-08
g102		6.133e-09	8.869e-09
g1020		8.640e-09	8.640e-09
g10200		8.943e-09	1.335e-08
g10201		5.958e-10	6.515e-10
g10202		2.372e-08	2.627e-08
g10203		2.865e-08	2.923e-08
g10204		3.445e-08	3.741e-08
g10205		1.025e-08	1.082e-08
g10206		8.627e-09	8.627e-09
g10207		3.445e-08	4.133e-08
g10208		2.600e-08	2.991e-08
g10209		2.611e-08	2.694e-08
g1021		1.746e-08	2.085e-08
g10210		2.456e-08	2.721e-08
g10211		8.963e-09	8.967e-09
g10212		1.564e-01	1.624e-01
g10213		7.684e-09	1.375e-08
g10214		9.990e-01	1.000e+00
g10215		8.912e-09	8.917e-09
g10216		6.599e-10	7.248e-10
g10217		2.583e-08	2.979e-08
g10218		1.725e-08	1.744e-08
g10219		3.426e-01	9.585e-01
g1022		9.454e-01	9.708e-01
g10220		3.444e-08	4.179e-08
g10221		5.112e-01	5.112e-01
g10222		1.781e-08	1.989e-08
g10223		2.639e-08	3.599e-08
g10224		2.583e-08	2.621e-08
g10225		3.556e-08	3.866e-08
g10226		2.485e-08	3.352e-08
g10227		2.569e-08	3.118e-08
g10228		4.548e-08	4.818e-08
g10229		2.964e-11	3.133e-11
g1023		8.884e-09	1.173e-08
g10230		1.752e-08	1.922e-08
g10231		3.545e-08	3.611e-08
g10232		1.720e-08	1.720e-08
g10233		9.663e-09	2.440e-08
g10234		1.334e-08	1.589e-08
g10235		1.690e-08	1.783e-08
g10236		8.569e-09	1.878e-08
g10237		8.635e-09	8.637e-09
g10238		1.797e-08	1.869e-08
g10239		9.633e-09	9.647e-09
g1024		3.350e-02	4.823e-02
g10240		8.611e-09	1.200e-08
g10241		2.583e-08	3.572e-08
g10242		5.368e-10	5.989e-10
g10243		1.725e-08	2.336e-08
g10244		1.748e-08	1.769e-08
g10245		8.659e-09	9.143e-09
g10246		5.381e-10	1.119e-09
g10247		2.586e-08	2.856e-08
g10248		1.059e-01	1.312e-01
g10249		2.583e-08	3.139e-08
g1025		8.851e-09	1.572e-08
g10250		9.172e-09	1.055e-08
g10251		7.998e-10	9.569e-10
g10252		1.216e-08	1.660e-08
g10253		8.699e-09	8.804e-09
g10254		2.785e-08	2.863e-08
g10255		1.724e-08	2.119e-08
g10256		1.488e-08	1.534e-08
g10257		3.830e-08	3.966e-08
g10258		1.755e-08	1.971e-08
g10259		2.585e-08	2.597e-08
g1026		2.415e-08	3.476e-08
g10260		1.602e-10	1.640e-10
g10261		8.718e-01	9.989e-01
g10262		9.245e-10	1.007e-09
g10263		5.487e-09	5.726e-09
g10264		3.497e-08	3.555e-08
g10265		1.746e-08	2.456e-08
g10266		3.660e-10	3.929e-10
g10267		1.982e-08	2.108e-08
g10268		9.308e-09	1.318e-08
g10269		2.591e-09	3.574e-09
g1027		1.743e-08	2.065e-08
g10270		2.568e-08	3.706e-08
g10271		3.192e-08	4.040e-08
g10272		1.018e-08	1.103e-08
g10273		1.457e-10	1.679e-10
g10274		2.583e-08	2.593e-08
g10275		3.445e-08	3.474e-08
g10276		7.300e-11	7.350e-11
g10277		8.785e-09	9.852e-09
g10278		2.938e-08	3.462e-08
g10279		9.134e-09	1.359e-08
g1028		2.691e-08	3.392e-08
g10280		4.306e-08	5.106e-08
g10281		1.728e-08	1.747e-08
g10282		3.444e-08	3.745e-08
g10283		3.032e-09	3.667e-09
g10284		4.101e-03	5.005e-03
g10285		8.296e-09	1.917e-08
g10286		1.798e-08	1.800e-08
g10287		2.726e-08	2.780e-08
g10288		1.785e-08	1.889e-08
g10289		3.222e-08	3.298e-08
g1029		2.169e-10	2.185e-10
g10290		3.443e-08	3.669e-08
g10291		9.965e-01	9.965e-01
g10292		1.132e-08	1.317e-08
g10293		4.786e-10	5.439e-10
g10294		2.617e-08	3.350e-08
g10295		3.286e-04	6.167e-04
g10296		2.687e-08	2.801e-08
g10297		3.090e-08	3.522e-08
g10298		8.072e-09	8.518e-09
g10299		5.507e-11	5.603e-11
g103		8.593e-09	8.687e-09
g1030		9.704e-09	9.773e-09
g10300		1.979e-08	2.914e-08
g10301		2.635e-08	2.772e-08
g10302		2.325e-10	5.023e-10
g10303		1.789e-08	2.974e-08
g10304		2.463e-08	2.866e-08
g10305		2.635e-08	2.698e-08
g10306		3.445e-08	3.982e-08
g10307		8.748e-01	9.959e-01
g10308		4.127e-10	4.127e-10
g10309		1.309e-08	2.562e-08
g1031		4.959e-02	4.959e-02
g10310		7.047e-01	7.763e-01
g10311		5.782e-10	6.209e-10
g10312		8.986e-09	9.692e-09
g10313		8.648e-09	8.928e-09
g10314		1.861e-08	2.390e-08
g10315		8.866e-09	9.807e-09
g10316		1.724e-08	1.856e-08
g10317		3.501e-08	3.714e-08
g10318		2.912e-04	3.111e-04
g10319		5.151e-09	6.512e-09
g1032		1.721e-08	1.749e-08
g10320		3.304e-02	5.214e-02
g10321		2.204e-08	2.711e-08
g10322		2.296e-08	3.927e-08
g10323		1.129e-08	1.280e-08
g10324		2.629e-08	2.768e-08
g10325		1.912e-08	2.577e-08
g10326		1.072e-08	1.077e-08
g10327		5.279e-08	5.375e-08
g10328		3.959e-08	4.325e-08
g10329		8.620e-09	9.744e-09
g1033		9.259e-09	9.260e-09
g10330		8.641e-09	8.645e-09
g10331		1.724e-08	1.743e-08
g10332		2.468e-10	2.790e-10
g10333		3.491e-08	3.861e-08
g10334		3.146e-03	3.158e-03
g10335		8.976e-09	1.020e-08
g10336		1.723e-08	4.320e-08
g10337		9.064e-09	9.250e-09
g10338		2.627e-10	3.061e-10
g10339		3.298e-04	4.489e-04
g1034		8.655e-09	8.655e-09
g10340		3.885e-10	4.089e-10
g10341		2.516e-08	3.183e-08
g10342		2.545e-08	3.378e-08
g10343		3.012e-08	3.370e-08
g10344		1.724e-08	1.809e-08
g10345		8.648e-09	9.776e-09
g10346		8.683e-09	8.689e-09
g10347		2.535e-10	2.789e-10
g10348		2.560e-08	3.071e-08
g10349		7.374e-10	7.535e-10
g1035		2.443e-08	2.690e-08
g10350		1.048e-10	1.057e-10
g10351		7.400e-09	7.412e-09
g10352		1.557e-08	1.845e-08
g10353		1.725e-10	1.808e-10
g10354		1.841e-08	1.891e-08
g10355		1.231e-08	1.641e-08
g10356		2.583e-08	2.620e-08
g10357		1.754e-08	2.274e-08
g10358		7.129e-01	7.235e-01
g10359		3.078e-08	3.360e-08
g1036		1.943e-08	2.103e-08
g10360		2.583e-08	2.941e-08
g10361		7.184e-10	8.684e-10
g10362		1.065e-02	1.778e-02
g10363		8.615e-09	9.744e-09
g10364		9.890e-01	9.998e-01
g10365		8.615e-09	1.161e-08
g10366		1.727e-08	2.008e-08
g10367		1.726e-08	1.839e-08
g10368		1.230e-08	1.882e-08
g10369		4.119e-09	5.535e-09
g1037		9.759e-09	9.872e-09
g10370		2.411e-02	2.518e-02
g10371		8.931e-09	9.863e-09
g10372		2.101e-10	2.401e-10
g10373		1.302e-08	1.715e-08
g10374		1.692e-08	1.951e-08
g10375		4.894e-10	5.469e-10
g10376		9.526e-09	1.202e-08
g10377		8.563e-09	1.005e-08
g10378		3.580e-10	5.013e-10
g10379		2.734e-08	3.082e-08
g1038		2.715e-08	3.678e-08
g10380		8.687e-09	1.511e-08
g10381		9.841e-09	1.072e-08
g10382		1.695e-10	1.732e-10
g10383		1.190e-08	1.286e-08
g10384		2.521e-10	3.195e-10
g10385		1.148e-09	1.739e-09
g10386		2.605e-08	2.700e-08
g10387		1.895e-08	2.478e-08
g10388		8.672e-09	8.673e-09
g10389		8.817e-09	8.817e-09
g1039		7.812e-09	7.985e-09
g10390		4.194e-02	6.739e-02
g10391		1.305e-08	1.414e-08
g10392		1.057e-03	1.779e-03
g10393		2.085e-01	9.863e-01
g10394		2.891e-08	3.913e-08
g10395		4.112e-01	4.112e-01
g10396		2.068e-08	2.595e-08
g10397		2.487e-08	2.559e-08
g10398		1.726e-08	1.830e-08
g10399		2.729e-08	2.767e-08
g104		1.398e-10	1.460e-10
g1040		2.859e-01	8.560e-01
g10400		1.189e-08	1.282e-08
g10401		4.535e-02	1.774e-01
g10402		1.064e-08	1.604e-08
g10403		4.825e-09	6.029e-09
g10404		1.723e-08	2.511e-08
g10405		2.585e-08	3.055e-08
g10406		5.485e-01	9.699e-01
g10407		1.975e-09	2.117e-09
g10408		1.576e-10	1.679e-10
g10409		7.279e-02	7.426e-02
g1041		6.102e-10	9.011e-10
g10410		8.578e-09	8.672e-09
g10411		2.587e-08	2.655e-08
g10412		1.757e-08	1.966e-08
g10413		2.085e-08	2.442e-08
g10414		1.555e-09	1.827e-09
g10415		2.603e-08	2.727e-08
g10416		1.897e-09	1.897e-09
g10417		1.926e-10	2.383e-10
g10418		3.636e-01	5.065e-01
g10419		8.629e-09	8.629e-09
g1042		9.144e-09	9.267e-09
g10420		2.590e-08	2.658e-08
g10421		8.545e-09	1.097e-08
g10422		1.782e-08	1.886e-08
g10423		8.542e-09	1.067e-08
g10424		1.021e-09	1.085e-09
g10425		9.941e-09	1.051e-08
g10426		1.689e-09	2.351e-09
g10427		8.649e-09	8.652e-09
g10428		2.745e-08	3.154e-08
g10429		8.574e-09	8.856e-09
g1043		2.420e-08	3.989e-08
g10430		1.644e-08	2.387e-08
g10431		9.212e-09	9.290e-09
g10432		9.911e-01	9.997e-01
g10433		8.928e-10	1.074e-09
g10434		1.859e-08	1.894e-08
g10435		1.884e-08	1.936e-08
g10436		2.006e-08	2.069e-08
g10437		7.841e-01	1.000e+00
g10438		2.469e-08	2.697e-08
g10439		1.863e-08	2.940e-08
g1044		3.052e-10	3.558e-10
g10440		2.062e-08	2.200e-08
g10441		3.507e-08	3.942e-08
g10442		1.961e-08	2.080e-08
g10443		7.982e-01	8.523e-01
g10444		1.447e-01	1.626e-01
g10445		8.435e-09	1.485e-08
g10446		1.829e-08	1.935e-08
g10447		1.813e-08	2.602e-08
g10448		1.719e-08	1.749e-08
g10449		3.226e-08	3.470e-08
g1045		1.713e-08	1.904e-08
g10450		2.509e-08	3.727e-08
g10451		8.702e-09	8.708e-09
g10452		1.727e-08	1.799e-08
g10453		8.642e-09	8.644e-09
g10454		2.587e-08	3.226e-08
g10455		2.618e-08	2.802e-08
g10456		1.038e-08	1.137e-08
g10457		3.101e-10	5.259e-10
g10458		1.725e-08	1.744e-08
g10459		8.535e-09	8.535e-09
g1046		3.444e-08	4.801e-08
g10460		8.642e-09	9.018e-09
g10461		8.485e-09	9.040e-09
g10462		9.626e-09	1.274e-08
g10463		1.863e-08	1.901e-08
g10464		2.445e-01	5.234e-01
g10465		3.040e-08	3.129e-08
g10466		2.495e-09	7.872e-09
g10467		2.584e-08	2.641e-08
g10468		3.468e-08	3.639e-08
g10469		1.390e-08	1.867e-08
g1047		1.453e-08	1.602e-08
g10470		9.107e-09	9.534e-09
g10471		5.174e-05	9.279e-04
g10472		1.326e-08	2.503e-08
g10473		3.999e-03	4.226e-03
g10474		2.587e-08	3.188e-08
g10475		1.017e-08	1.035e-08
g10476		1.726e-08	1.782e-08
g10477		1.725e-08	1.772e-08
g10478		1.804e-08	2.477e-08
g10479		1.242e-08	1.398e-08
g1048		4.171e-08	4.548e-08
g10480		2.585e-08	2.671e-08
g10481		3.818e-08	4.147e-08
g10482		1.727e-08	2.013e-08
g10483		1.433e-08	1.979e-08
g10484		6.653e-01	9.652e-01
g10485		4.087e-04	9.322e-04
g10486		9.463e-09	1.396e-08
g10487		2.951e-08	3.380e-08
g10488		7.450e-10	1.301e-09
g10489		3.494e-08	3.648e-08
g1049		3.675e-09	4.557e-09
g10490		1.793e-08	1.879e-08
g10491		8.583e-01	8.583e-01
g10492		6.349e-09	1.021e-08
g10493		1.887e-10	1.968e-10
g10494		8.623e-09	8.623e-09
g10495		1.591e-08	2.035e-08
g10496		1.810e-08	1.887e-08
g10497		2.838e-08	2.952e-08
g10498		8.665e-09	1.168e-08
g10499		1.755e-10	2.005e-10
g105		3.548e-08	4.203e-08
g1050		1.728e-08	1.845e-08
g10500		8.834e-09	8.900e-09
g10501		9.999e-01	9.999e-01
g10502		4.343e-08	5.072e-08
g10503		3.424e-09	7.111e-09
g10504		2.664e-08	2.849e-08
g10505		3.308e-09	3.923e-09
g10506		3.445e-08	4.735e-08
g10507		9.390e-03	1.093e-02
g10508		9.894e-01	9.894e-01
g10509		2.862e-10	3.228e-10
g1051		1.722e-08	1.798e-08
g10510		1.728e-08	1.785e-08
g10511		7.190e-11	7.475e-11
g10512		1.040e-08	1.194e-08
g10513		3.511e-08	3.655e-08
g10514		1.788e-08	2.099e-08
g10515		1.847e-08	1.971e-08
g10516		1.335e-08	1.369e-08
g10517		1.798e-08	1.874e-08
g10518		1.792e-08	2.006e-08
g10519		2.582e-08	3.481e-08
g1052		1.224e-08	1.424e-08
g10520		2.664e-08	2.741e-08
g10521		1.055e-08	1.597e-08
g10522		2.906e-09	3.124e-09
g10523		3.446e-08	3.467e-08
g10524		9.275e-06	1.234e-05
g10525		2.583e-08	2.592e-08
g10526		1.712e-08	1.714e-08
g10527		9.179e-09	1.174e-08
g10528		3.216e-08	3.340e-08
g10529		8.632e-09	8.727e-09
g1053		2.625e-08	3.092e-08
g10530		3.418e-01	3.826e-01
g10531		3.354e-09	3.833e-09
g10532		1.757e-08	1.962e-08
g10533		2.138e-10	2.387e-10
g10534		1.771e-08	1.864e-08
g10535		1.720e-08	1.861e-08
g10536		9.003e-03	1.068e-02
g10537		1.642e-09	4.051e-09
g10538		1.817e-08	2.072e-08
g10539		3.381e-08	3.425e-08
g1054		1.762e-08	1.886e-08
g10540		1.819e-08	1.900e-08
g10541		1.777e-08	2.323e-08
g10542		4.584e-08	4.584e-08
g10543		9.143e-09	9.243e-09
g10544		3.514e-08	3.987e-08
g10545		1.761e-08	2.142e-08
g10546		2.587e-08	2.694e-08
g10547		9.137e-09	9.519e-09
g10548		1.797e-08	1.799e-08
g10549		1.727e-08	1.727e-08
g1055		1.818e-08	1.818e-08
g10550		1.307e-04	2.229e-04
g10551		5.975e-10	8.324e-10
g10552		1.747e-08	1.757e-08
g10553		2.608e-08	2.636e-08
g10554		1.104e-09	1.315e-09
g10555		8.071e-09	1.423e-08
g10556		1.768e-08	1.772e-08
g10557		2.585e-08	3.647e-08
g10558		2.565e-08	3.063e-08
g10559		2.192e-08	2.911e-08
g1056		1.283e-05	5.929e-05
g10560		1.981e-08	2.243e-08
g10561		9.752e-09	9.878e-09
g10562		1.725e-08	1.727e-08
g10563		1.722e-08	1.910e-08
g10564		3.341e-08	3.481e-08
g10565		1.614e-08	1.631e-08
g10566		8.980e-09	9.463e-09
g10567		2.585e-08	2.726e-08
g10568		9.225e-09	9.553e-09
g10569		1.723e-08	1.903e-08
g1057		2.157e-03	2.905e-03
g10570		8.536e-09	8.817e-09
g10571		8.854e-09	8.949e-09
g10572		9.109e-09	9.208e-09
g10573		3.939e-09	4.103e-09
g10574		8.645e-09	8.648e-09
g10575		2.583e-08	2.743e-08
g10576		8.631e-09	1.059e-08
g10577		3.364e-08	3.657e-08
g10578		8.636e-09	8.638e-09
g10579		1.723e-08	2.024e-08
g1058		8.687e-09	8.687e-09
g10580		2.705e-08	2.719e-08
g10581		8.372e-01	9.991e-01
g10582		5.561e-10	1.142e-09
g10583		2.587e-08	3.394e-08
g10584		1.722e-08	2.080e-08
g10585		7.771e-09	8.655e-09
g10586		5.577e-01	5.941e-01
g10587		2.465e-02	3.451e-02
g10588		3.445e-08	3.784e-08
g10589		8.663e-09	1.054e-08
g1059		5.165e-08	5.966e-08
g10590		9.236e-01	9.808e-01
g10591		3.444e-08	3.510e-08
g10592		2.748e-08	2.863e-08
g10593		6.832e-01	6.839e-01
g10594		8.540e-11	9.792e-11
g10595		9.075e-09	1.221e-08
g10596		2.098e-08	2.810e-08
g10597		6.356e-11	6.963e-11
g10598		8.543e-09	8.636e-09
g10599		2.603e-08	3.258e-08
g106		6.931e-01	9.999e-01
g1060		8.631e-09	8.631e-09
g10600		1.728e-08	1.948e-08
g10601		2.791e-08	3.000e-08
g10602		2.026e-08	2.081e-08
g10603		1.020e-08	1.105e-08
g10604		2.929e-08	3.759e-08
g10605		9.297e-09	9.422e-09
g10606		1.727e-08	1.916e-08
g10607		2.703e-08	2.931e-08
g10608		1.938e-08	2.119e-08
g10609		1.991e-08	2.090e-08
g1061		8.662e-09	9.139e-09
g10610		9.944e-01	9.944e-01
g10611		1.652e-08	2.088e-08
g10612		1.724e-08	1.762e-08
g10613		5.466e-02	9.260e-02
g10614		1.058e-08	1.640e-08
g10615		1.585e-08	2.038e-08
g10616		1.745e-08	1.848e-08
g10617		2.282e-08	2.945e-08
g10618		4.377e-08	4.638e-08
g10619		5.999e-01	9.887e-01
g1062		9.818e-10	2.164e-09
g10620		8.692e-09	1.039e-08
g10621		9.597e-01	9.988e-01
g10622		1.725e-08	1.745e-08
g10623		1.548e-08	2.185e-08
g10624		2.314e-04	4.754e-04
g10625		2.845e-08	3.333e-08
g10626		3.060e-08	3.112e-08
g10627		1.716e-08	2.602e-08
g10628		2.821e-08	3.416e-08
g10629		2.609e-08	2.975e-08
g1063		9.633e-10	2.476e-09
g10630		1.005e-08	1.272e-08
g10631		2.254e-08	2.970e-08
g10632		9.499e-11	9.714e-11
g10633		8.575e-09	9.231e-09
g10634		9.973e-01	9.973e-01
g10635		1.725e-08	1.725e-08
g10636		3.507e-02	4.861e-02
g10637		2.587e-08	2.627e-08
g10638		5.194e-08	5.487e-08
g10639		1.697e-08	1.762e-08
g1064		1.766e-08	1.853e-08
g10640		1.727e-08	2.058e-08
g10641		3.266e-09	3.451e-09
g10642		3.272e-10	4.292e-10
g10643		2.413e-08	3.241e-08
g10644		8.694e-09	9.069e-09
g10645		8.399e-09	8.547e-09
g10646		4.012e-09	7.744e-09
g10647		8.340e-09	1.170e-08
g10648		1.661e-09	1.967e-09
g10649		2.623e-08	3.013e-08
g1065		8.634e-09	8.638e-09
g10650		8.676e-09	9.059e-09
g10651		2.686e-08	2.702e-08
g10652		2.630e-02	4.210e-02
g10653		6.731e-05	1.726e-04
g10654		1.712e-08	1.915e-08
g10655		8.993e-09	9.107e-09
g10656		1.471e-08	1.663e-08
g10657		1.764e-08	1.834e-08
g10658		6.401e-03	6.469e-03
g10659		1.855e-08	1.941e-08
g1066		5.604e-10	7.054e-10
g10660		8.955e-09	1.335e-08
g10661		2.068e-08	4.459e-08
g10662		1.725e-08	1.856e-08
g10663		1.296e-01	1.839e-01
g10664		8.796e-09	1.562e-08
g10665		4.057e-01	4.565e-01
g10666		1.187e-08	1.227e-08
g10667		1.347e-08	1.410e-08
g10668		1.728e-08	1.756e-08
g10669		5.023e-10	1.096e-09
g1067		2.373e-10	2.557e-10
g10670		1.724e-08	2.035e-08
g10671		4.904e-04	6.298e-04
g10672		1.723e-08	1.733e-08
g10673		8.695e-09	8.695e-09
g10674		1.811e-08	1.845e-08
g10675		9.846e-01	9.897e-01
g10676		1.547e-08	1.998e-08
g10677		5.374e-01	6.005e-01
g10678		1.884e-08	2.228e-08
g10679		1.490e-08	2.915e-08
g1068		1.120e-08	1.294e-08
g10680		2.106e-08	2.502e-08
g10681		2.586e-08	2.610e-08
g10682		4.326e-08	4.611e-08
g10683		8.697e-09	8.697e-09
g10684		8.665e-09	8.665e-09
g10685		3.443e-08	4.141e-08
g10686		2.387e-08	3.027e-08
g10687		8.995e-09	9.560e-09
g10688		8.658e-09	1.222e-08
g10689		1.323e-08	1.457e-08
g1069		1.743e-08	1.771e-08
g10690		3.567e-08	3.994e-08
g10691		1.724e-08	1.997e-08
g10692		2.058e-08	2.203e-08
g10693		9.029e-01	9.851e-01
g10694		2.804e-08	3.479e-08
g10695		8.971e-09	9.027e-09
g10696		1.027e-08	1.215e-08
